Street #,Street,Street Type,Quad,Ward,SSL1,SSL2,SSLFULL,GGStatus
1310,EASTERN ,AVE ,NE ,7,5172,6,5172    0006,5
4203,EDSON ,PL ,NE ,7,5090,808,5090    0808,5
4229,EDSON ,PL ,NE ,7,5090,6,5090    0006,5
4509,EDSON ,PL ,NE ,7,5132,159,5132    0159,5
4525,EDSON ,PL ,NE ,7,5132,820,5132    0820,5
3331,ELY ,PL ,SE ,7,5445,811,5445    0811,5
5825,FIELD ,PL ,NE ,7,5256,27,5256    0027,5
4909,FITCH ,PL ,NE ,7,5183,819,5183    0819,5
4205,FOOTE ,ST ,NE ,7,5091,812,5091    0812,5
4248,FOOTE ,ST ,NE ,7,5092,831,5092    0831,5
4256,FOOTE ,ST ,NE ,7,5092,41,5092    0041,5
4259,FOOTE ,ST ,NE ,7,5091,55,5091    0055,5
4404,FOOTE ,ST ,NE ,7,5130,813,5130    0813,5
5911,FOOTE ,ST ,NE ,7,5258,800,5258    0800,5
1514,FORT DAVIS ,PL ,SE ,7,5369,24,5369    0024,5
1531,FORT DUPONT ,ST ,SE ,7,5369,64,5369    0064,5
1559,FORT DUPONT ,ST ,SE ,7,5369,74,5369    0074,5
3009,G ,ST ,SE ,7,5480,807,5480    0807,5
4312,G ,ST ,SE ,7,5392,43,5392    0043,5
4336,G ,ST ,SE ,7,5392,39,5392    0039,5
4427,G ,ST ,SE ,7,5360,196,5360    0196,5
1913,GALES ,ST ,NE ,7,4528,38,4528    0038,5
2011,GALES ,ST ,NE ,7,4525,31,4525    0031,5
4106,GAULT ,PL ,NE ,7,5077,809,5077    0809,5
4202,GAULT ,PL ,NE ,7,5093,189,5093    0189,5
4208,GAULT ,PL ,NE ,7,5093,186,5093    0186,5
4211,GAULT ,PL ,NE ,7,5093,192,5093    0192,5
4214,GAULT ,PL ,NE ,7,5093,183,5093    0183,5
4517,GAULT ,PL ,NE ,7,5129,817,5129    0817,5
5316,GAY ,ST ,NE ,7,5209,57,5209    0057,5
4305,GORMAN ,TER ,SE ,7,5392,80,5392    0080,5
4337,GORMAN ,TER ,SE ,7,5392,64,5392    0064,5
4342,GORMAN ,TER ,SE ,7,5392,104,5392    0104,5
4063,GRANT ,ST ,NE ,7,5078,65,5078    0065,5
4065,GRANT ,ST ,NE ,7,5078,66,5078    0066,5
4223,GRANT ,ST ,NE ,7,5092,22,5092    0022,5
4605,GRANT ,ST ,NE ,7,5145,12,5145    0012,5
5024,HANNA ,PL ,SE ,7,5342,7,5342    0007,5
4205,HAYES ,ST ,NE ,7,5093,123,5093    0123,5
4217,HAYES ,ST ,NE ,7,5093,168,5093    0168,5
4406,HAYES ,ST ,NE ,7,5128,9,5128    0009,5
4626,HAYES ,ST ,NE ,7,5150,130,5150    0130,5
5329,HAYES ,ST ,NE ,7,5209,801,5209    0801,5
5355,HAYES ,ST ,NE ,7,5209,23,5209    0023,5
5358,HAYES ,ST ,NE ,7,5208,58,5208    0058,5
5358,HAYES ,ST ,NE ,7,5208,58,5208    0058,5
3528,HIGHWOOD ,DR ,SE ,7,5537,2,5537    0002,5
3699,HIGHWOOD ,DR ,SE ,7,5534,26,5534    0026,5
504,HILLTOP ,TER ,SE ,7,5394,822,5394    0822,5
731,HILLTOP ,TER ,SE ,7,5378,32,5378    0032,5
800,HILLTOP ,TER ,SE ,7,5390,58,5390    0058,5
4424,HUNT ,PL ,NE ,7,5127,34,5127    0034,5
4631,HUNT ,PL ,NE ,7,5150,808,5150    0808,5
5520,HUNT ,PL ,NE ,7,5204,34,5204    0034,5
5304,JAMES ,PL ,NE ,7,5206,38,5206    0038,5
4304,JAY ,ST ,NE ,7,5096,8,5096    0008,5
4724,JAY ,ST ,NE ,7,5151,40,5151    0040,5
4926,JAY ,ST ,NE ,7,5176,923,5176    0923,5
5103,JAY ,ST ,NE ,7,5198W ,39,5198W   0039,5
5341,JAY ,ST ,NE ,7,5206,806,5206    0806,5
5531,JAY ,ST ,NE ,7,5213E ,28,5213E   0028,5
4915,JUST ,ST ,NE ,7,5176,918,5176    0918,5
4934,JUST ,ST ,NE ,7,5176,1023,5176    1023,5
4982,JUST ,ST ,NE ,7,5176,1004,5176    1004,5
5040,JUST ,ST ,NE ,7,5176,908,5176    0908,5
5050,JUST ,ST ,NE ,7,5176,980,5176    0980,5
5213,JUST ,ST ,NE ,7,5199,105,5199    0105,5
5215,JUST ,ST ,NE ,7,5199,106,5199    0106,5
4506,LEE ,ST ,NE ,7,5155,146,5155    0146,5
5007,LEE ,ST ,NE ,7,5175,64,5175    0064,5
2946,M ,ST ,SE ,7,5504,11,5504    0011,5
4015,MASSACHUSETTS ,AVE ,SE ,7,5515,33,5515    0033,5
4215,MEADE ,ST ,NE ,7,5099,835,5099    0835,5
4714,MEADE ,ST ,NE ,7,5160,71,5160    0071,5
4720,MEADE ,ST ,NE ,7,5160,87,5160    0087,5
5017,MEADE ,ST ,NE ,7,5174,815,5174    0815,5
5038,MEADE ,ST ,NE ,7,5202,52,5202    0052,5
5040,MEADE ,ST ,NE ,7,5202,51,5202    0051,5
5046,MEADE ,ST ,NE ,7,5202,48,5202    0048,5
2704,MINNESOTA ,AVE ,SE ,7,5555,42,5555    0042,5
4635,MINNESOTA ,AVE ,NE ,7,5160,2009,5160    2009,5
4917,MINNESOTA ,AVE ,NE ,7,5171,49,5171    0049,5
2721,N ,ST ,SE ,7,5552,67,5552    0067,5
4916,NANNIE HELEN BURROUGHS ,AVE ,NE ,7,5179,803,5179    0803,5
2902,O ,ST ,SE ,7,5548,14,5548    0014,5
2920,PENNSYLVANIA ,AVE ,SE ,7,5546,806,5546    0806,5
4336,POLK ,ST ,NE ,7,5104,32,5104    0032,5
906,PORTER ,ST ,NE ,7,5203,889,5203    0889,5
2522,Q ,ST ,SE ,7,5580,808,5580    0808,5
5204,QUEENS STROLL ,PL ,SE ,7,5314,25,5314    0025,5
1914,ROSEDALE ,ST ,NE ,7,4528,19,4528    0019,5
4929,SHERIFF ,RD ,NE ,7,5176,872,5176    0872,5
5093,SHERIFF ,RD ,NE ,7,5176,221,5176    0221,5
5145,SHERIFF ,RD ,NE ,7,5176,239,5176    0239,5
3674,SOUTHERN ,AVE ,SE ,7,5684,26,5684    0026,5
4242,SOUTHERN ,AVE ,SE ,7,5368,24,5368    0024,5
4296,SOUTHERN ,AVE ,SE ,7,5367,33,5367    0033,5
4322,SOUTHERN ,AVE ,SE ,7,5366,102,5366    0102,5
4720,SOUTHERN ,AVE ,SE ,7,5363,90,5363    0090,5
3811,SUITLAND ,RD ,SE ,7,5684,824,5684    0824,5
3540,TEXAS ,AVE ,SE ,7,5538,7,5538    0007,5
3560,TEXAS ,AVE ,SE ,7,5538,2,5538    0002,5
4427,TEXAS ,AVE ,SE ,7,5395,40,5395    0040,5
4323,12TH ,ST ,SE ,8,5922,124,5922    0124,5
3200,13TH ,ST ,SE ,8,5914,7,5914    0007,5
2024,14TH ,ST ,SE ,8,5775,698,5775    0698,5
3206,15TH ,PL ,SE ,8,5890,128,5890    0128,5
1608,16TH ,ST ,SE ,8,5597,21,5597    0021,5
1718,16TH ,ST ,SE ,8,5608,155,5608    0155,5
1941,16TH ,ST ,SE ,8,5766,810,5766    0810,5
2210,16TH ,ST ,SE ,8,5755,6,5755    0006,5
1610,17TH ,ST ,SE ,8,5596,12,5596    0012,5
1906,17TH ,ST ,SE ,8,5612,800,5612    0800,5
1411,18TH ,PL ,SE ,8,5567,57,5567    0057,5
1801,18TH ,ST ,SE ,8,5613,42,5613    0042,5
2418,18TH ,ST ,SE ,8,5821,34,5821    0034,5
2420,18TH ,ST ,SE ,8,5821,33,5821    0033,5
1503,19TH ,ST ,SE ,8,5572,35,5572    0035,5
3704,1ST ,ST ,SE ,8,6094,41,6094    0041,5
3835,1ST ,ST ,SE ,8,6116,50,6116    0050,5
3934,1ST ,ST ,SW ,8,6149,9,6149    0009,5
3969,1ST ,ST ,SW ,8,6148,49,6148    0049,5
3502,21ST ,ST ,SE ,8,5898,84,5898    0084,5
3434,23RD ,ST ,SE ,8,5896,37,5896    0037,5
3436,23RD ,ST ,SE ,8,5896,36,5896    0036,5
3445,23RD ,ST ,SE ,8,5897,27,5897    0027,5
3447,23RD ,ST ,SE ,8,5897,26,5897    0026,5
3466,23RD ,ST ,SE ,8,5896,21,5896    0021,5
1809,24TH ,PL ,SE ,8,5627,800,5627    0800,5
3000,24TH ,PL ,SE ,8,5844,30,5844    0030,5
3404,24TH ,ST ,SE ,8,5724W ,43,5724W   0043,5
3443,24TH ,ST ,SE ,8,5896,82,5896    0082,5
3409,25TH ,ST ,SE ,8,5724W ,56,5724W   0056,5
3972,2ND ,ST ,SW ,8,6148,811,6148    0811,5
2913,30TH ,ST ,SE ,8,5729,74,5729    0074,5
3043,30TH ,ST ,SE ,8,5722,42,5722    0042,5
4135,4TH ,ST ,SE ,8,6167,800,6167    0800,5
3215,6TH ,ST ,SE ,8,5976,803,5976    0803,5
4236,6TH ,ST ,SE ,8,6208,55,6208    0055,5
4620,6TH ,ST ,SE ,8,6213,3,6213    0003,5
3020,7TH ,ST ,SE ,8,5953,50,5953    0050,5
3220,9TH ,PL ,SE ,8,5943,31,5943    0031,5
4308,9TH ,ST ,SE ,8,5924,140,5924    0140,5
612,ALABAMA ,AVE ,SE ,8,5954,18,5954    0018,5
646,ALABAMA ,AVE ,SE ,8,5954,808,5954    0808,5
700,ALABAMA ,AVE ,SE ,8,5953,818,5953    0818,5
2422,ALABAMA ,AVE ,SE ,8,5845,72,5845    0072,5
2549,ALABAMA ,AVE ,SE ,8,5730,885,5730    0885,5
2553,ALABAMA ,AVE ,SE ,,5730 0891,,5730    0891,5
2335,ALTAMONT ,PL ,SE ,8,5631,45,5631    0045,5
209,ATLANTIC ,ST ,SE ,8,6168,840,6168    0840,5
619,ATLANTIC ,ST ,SE ,8,6163,33,6163    0033,5
627,ATLANTIC ,ST ,SE ,8,6163,37,6163    0037,5
1434,BANGOR ,ST ,SE ,8,5813,7,5813    0007,5
1100,BARNABY ,TER ,SE ,8,5921,878,5921    0878,5
1354,BARNABY ,ST ,SE ,8,5921,829,5921    0829,5
1371,BARNABY ,TER ,SE ,8,5923,42,5923    0042,5
638,BRANDYWINE ,ST ,SE ,8,6163,80,6163    0080,5
700,BRANDYWINE ,ST ,SE ,8,6163,125,6163    0125,5
3208,BROTHERS ,PL ,SE ,8,5990,810,5990    0810,5
3343,BROTHERS ,PL ,SE ,8,6003E ,59,6003E   0059,5
3521,BROTHERS ,PL ,SE ,8,6068,820,6068    0820,5
2816,BUENA VISTA ,TER ,SE ,8,5729,826,5729    0826,5
3126,BUENA VISTA ,TER ,SE ,8,5722,63,5722    0063,5
618,CHESAPEAKE ,ST ,SE ,8,6164,51,6164    0051,5
626,CHESAPEAKE ,ST ,SE ,8,6164,48,6164    0048,5
702,CHESAPEAKE ,ST ,SE ,8,6164,96,6164    0096,5
2237,CHESTER ,ST ,SE ,8,5792,841,5792    0841,5
1118,CHICAGO ,ST ,SE ,8,5786,32,5786    0032,5
707,CONGRESS ,ST ,SE ,8,5960,34,5960    0034,5
1411,CONGRESS ,PL ,SE ,8,5889,41,5889    0041,5
1421,CONGRESS ,PL ,SE ,8,5889,46,5889    0046,5
1453,CONGRESS ,PL ,SE ,8,5889,11,5889    0011,5
70,DARRINGTON ,ST ,SW ,8,6223S ,26,6223S   0026,5
120,DARRINGTON ,ST ,SW ,8,6223S ,9,6223S   0009,5
121,DARRINGTON ,ST ,SW ,8,6223,45,6223    0045,5
167,DARRINGTON ,ST ,SW ,8,6223,13,6223    0013,5
1306,DEXTER ,TER ,SE ,8,5807,870,5807    0870,5
1326,DEXTER ,TER ,SE ,8,5807,880,5807    0880,5
82,ELMIRA ,ST ,SW ,8,6240,135,6240    0135,5
133,ELMIRA ,ST ,SW ,8,6223S ,60,6223S   0060,5
53,FORRESTER ,ST ,SW ,8,6240,60,6240    0060,5
149,FORRESTER ,ST ,SW ,8,6240,48,6240    0048,5
502,FOXHALL ,PL ,SE ,8,6126,26,6126    0026,5
1717,FRANKFORD ,ST ,SE ,8,5822,71,5822    0071,5
1738,GALEN ,ST ,SE ,8,5755,145,5755    0145,5
52,GALVESTON ,PL ,SW ,8,6239S ,15,6239S   0015,5
603,GALVESTON ,ST ,SE ,8,6213,10,6213    0010,5
1115,GOOD HOPE ,RD ,SE ,8,5770,833,5770    0833,5
1239,GOOD HOPE ,RD ,SE ,8,5769,849,5769    0849,5
1243,GOOD HOPE ,RD ,SE ,8,5769,1016,5769    1016,5
1410,GOOD HOPE ,RD ,SE ,8,5605,24,5605    0024,5
1516,GOOD HOPE ,RD ,SE ,8,5606,13,5606    0013,5
826,H R ,DR ,SE ,8,6159,868,6159    0868,5
4333,HALLEY ,TER ,SE ,8,6214,9,6214    0009,5
811,HOWARD ,RD ,SE ,8,5861,83,5861    0083,5
2727,JASPER ,ST ,SE ,8,5725,8,5725    0008,5
135,JOLIET ,ST ,SW ,8,6254,26,6254    0026,5
543,LEBAUM ,ST ,SE ,8,5983,30,5983    0030,5
613,MALCOLM X ,AVE ,SE ,8,5952,801,5952    0801,5
711,MALCOLM X ,AVE ,SE ,8,5953,811,5953    0811,5
1311,MAPLE VIEW ,PL ,SE ,8,5803,883,5803    0883,5
1333,MAPLE VIEW ,PL ,SE ,8,5803,867,5803    0867,5
1901,MARTIN LUTHER KING JR ,AVE ,SE ,8,5770,911,5770    0911,5
1924,MARTIN LUTHER KING JR ,AVE ,SE ,8,5769,1018,5769    1018,5
1932,MARTIN LUTHER KING JR ,AVE ,SE ,8,5769,858,5769    0858,5
3309,MARTIN LUTHER KING JR ,AVE ,SE ,8,6004E ,5,6004E   0005,5
3615,MARTIN LUTHER KING JR ,AVE ,SE ,8,6070,813,6070    0813,5
4116,MARTIN LUTHER KING JR ,AVE ,SW ,8,6171,804,6171    0804,5
4308,MARTIN LUTHER KING JR ,AVE ,SW ,8,6223,19,6223    0019,5
420,MELLON ,ST ,SE ,8,5997,50,5997    0050,5
2126,MINNESOTA ,AVE ,SE ,8,5573,49,5573    0049,5
50,MISSISSIPPI ,AVE ,SE ,8,6116,1,6116    0001,5
143,MISSISSIPPI ,AVE ,SE ,8,6128N ,49,6128N   0049,5
718,MISSISSIPPI ,AVE ,SE ,8,5960,52,5960    0052,5
1412,MORRIS ,RD ,SE ,8,5810,9,5810    0009,5
1503,MORRIS ,RD ,SE ,8,5809,169,5809    0169,5
2251,MOUNT VIEW ,PL ,SE ,8,5800,816,5800    0816,5
1905,NAYLOR ,RD ,SE ,8,5567,24,5567    0024,5
2314,NAYLOR ,RD ,SE ,8,5587,11,5587    0011,5
2403,NAYLOR ,RD ,SE ,8,5624,821,5624    0821,5
408,NEWCOMB ,ST ,SE ,8,5996,47,5996    0047,5
2239,NICHOLSON ,ST ,SE ,8,5562,801,5562    0801,5
400,ORANGE ,ST ,SE ,8,5994,48,5994    0048,5
404,ORANGE ,ST ,SE ,8,5994,46,5994    0046,5
3320,OXON RUN ,RD ,SE ,8,5957,79,5957    0079,5
3322,OXON RUN ,RD ,SE ,8,5957,78,5957    0078,5
339,PARKLAND ,PL ,SE ,8,5988,812,5988    0812,5
1904,Q ,ST ,SE ,8,5573,79,5573    0079,5
1615,R ,ST ,SE ,8,5608,175,5608    0175,5
2109,R ,ST ,SE ,8,5622,6,5622    0006,5
2215,R ,ST ,SE ,8,5624,93,5624    0093,5
2215,R ,ST ,SE ,8,5624,93,5624    0093,5
612,RALEIGH ,PL ,SE ,8,5952,10,5952    0010,5
631,RALEIGH ,PL ,SE ,8,5954,35,5954    0035,5
2351,RAYNOLDS ,PL ,SE ,8,5742,810,5742    0810,5
1336,RIDGE ,PL ,SE ,8,5603,68,5603    0068,5
1438,RIDGE ,PL ,SE ,8,5604,156,5604    0156,5
1524,S ,ST ,SE ,8,5604,98,5604    0098,5
1528,S ,ST ,SE ,8,5604,818,5604    0818,5
1736,S ,ST ,SE ,8,5614,11,5614    0011,5
228,SAVANNAH ,ST ,SE ,8,5978,959,5978    0959,5
1887,SAVANNAH ,PL ,SE ,8,5895,7,5895    0007,5
1905,SAVANNAH ,PL ,SE ,8,5895,15,5895    0015,5
2409,SHANNON ,PL ,SE ,8,5788,13,5788    0013,5
4002,SOUTH CAPITOL ,ST ,SE ,8,6170,48,6170    0048,5
634,SOUTHERN ,AVE ,SE ,8,6250,4,6250    0004,5
920,SOUTHERN ,AVE ,SE ,8,5924,9,5924    0009,5
1900,T ,PL ,SE ,8,5617S ,6,5617S   0006,5
2020,TREMONT ,ST ,SE ,8,5900,90,5900    0090,5
111,TRENTON ,PL ,SE ,8,6068,804,6068    0804,5
115,TRENTON ,PL ,SE ,8,6068,807,6068    0807,5
1228,U ,ST ,SE ,8,5769,20,5769    0020,5
1242,U ,ST ,SE ,8,5769,36,5769    0036,5
1257,U ,ST ,SE ,8,5773,803,5773    0803,5
1604,U ,ST ,SE ,8,5765,879,5765    0879,5
1631,U ,ST ,SE ,8,5777,814,5777    0814,5
1633,U ,ST ,SE ,8,5777,878,5777    0878,5
763,UPSAL ,ST ,SE ,8,5960,16,5960    0016,5
1432,V ,ST ,SE ,8,5775,374,5775    0374,5
1604,V ,ST ,SE ,8,5777,693,5777    0693,5
1608,V ,ST ,SE ,8,5777,530,5777    0530,5
497,VALLEY ,AVE ,SE ,8,6126,62,6126    0062,5
1925,VALLEY ,TER ,SE ,8,5905,76,5905    0076,5
1518,W ,ST ,SE ,8,5779,814,5779    0814,5
1612,W ,ST ,SE ,8,5778,111,5778    0111,5
1705,W ,ST ,SE ,8,5755,26,5755    0026,5
1763,W ,ST ,SE ,8,5755,826,5755    0826,5
2515,WEST ,ST ,SE ,8,5808,821,5808    0821,5
765,WHEELER HILL ,DR ,SE ,8,5957,2004,5957    2004,5
1850,WOODMONT ,PL ,SE ,8,5763,828,5763    0828,5
125,XENIA ,ST ,SE ,8,6128,64,6128    0064,5
138,XENIA ,ST ,SE ,8,6128N ,54,6128N   0054,5
800,XENIA ,ST ,SE ,8,6123,73,6123    0073,5
840,XENIA ,ST ,SE ,8,6123,64,6123    0064,5
2106,YOUNG ,ST ,SE ,8,5564,820,5564    0820,5
116,YUMA ,ST ,SE ,8,6128,25,6128    0025,5
3414,11th ,ST ,NW ,,2839 0839,,2839    0839,5
2321,15TH ,PL ,SE ,,5809 0117,,5809     0117,5
1329,BARNABY ,TER ,SE ,,5923 0021,,5923    0021,5
1338,BARNABY ,ST ,SE ,,5921 0821,,5921    0821,5
713,KENNEDY ,ST ,NW ,,3153 0031,,3153    0031,5
2917,KNOX ,PL ,SE ,,5741,105,5741    0105,5
1428,NORTH CAPITOL ,ST ,NW ,,0616 0835,,0616     0835,5
1446,W ,ST ,SE ,,5780,691,5780    0691,5
